abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,Evolution
"['Pressure', 'Telepathy', 'Levitate']",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,120,30720,0,680,3,Renegade Pokémon,100,1250000,4.5,150,Giratina (another Forme)ギラティナ,giratina,,487,120,100,90,ghost,dragon,750.0,4,1,
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,70,30720,100,600,3,Lunar Pokémon,120,1250000,1.5,120,Cresseliaクレセリア,cresselia,0.0,488,75,130,85,psychic,,85.6,4,1,
['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,10240,70,480,30,Sea Drifter Pokémon,80,1250000,0.4,80,Phioneフィオネ,phione,,489,80,80,80,water,,3.1,4,0,
['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,2560,70,600,3,Seafaring Pokémon,100,1250000,0.3,100,Manaphyマナフィ,manaphy,,490,100,100,100,water,,1.4,4,1,
['Bad Dreams'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,30720,0,600,3,Pitch-Black Pokémon,90,1250000,1.5,70,Darkraiダークライ,darkrai,,491,135,90,125,dark,,50.5,4,1,
"['Natural Cure', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,103,30720,100,600,45,Gratitude Pokémon,75,1059860,0.2,100,Shaymin (sky Forme)シェイミ,shaymin,,492,120,75,127,grass,grass,2.1,4,1,
['Multitype'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,30720,0,720,3,Alpha Pokémon,120,1250000,3.2,120,Arceusアルセウス,arceus,,493,120,120,120,normal,,320.0,4,1,
['Victory Star'],1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,100,30720,100,600,3,Victory Pokémon,100,1250000,0.4,100,Victiniビクティニ,victini,,494,100,100,100,psychic,fire,4.0,5,1,
"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,5120,70,308,45,Grass Snake Pokémon,55,1059860,0.6,45,Tsutarjaツタージャ,snivy,88.1,495,45,55,63,grass,,8.1,5,0,servine
"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,413,45,Grass Snake Pokémon,75,1059860,0.8,60,Janovyジャノビー,servine,88.1,496,60,75,83,grass,,16.0,5,0,serperior
"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,5120,70,528,45,Regal Pokémon,95,1059860,3.3,75,Jalordaジャローダ,serperior,88.1,497,75,95,113,grass,,63.0,5,0,
"['Blaze', 'Thick Fat']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,63,5120,70,308,45,Fire Pig Pokémon,45,1059860,0.5,65,Pokabuポカブ,tepig,88.1,498,45,45,45,fire,,9.9,5,0,pignite
"['Blaze', 'Thick Fat']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,93,5120,70,418,45,Fire Pig Pokémon,55,1059860,1.0,90,Chaobooチャオブー,pignite,88.1,499,70,55,55,fire,fighting,55.5,5,0,emboar
"['Blaze', 'Reckless']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,123,5120,70,528,45,Mega Fire Pig Pokémon,65,1059860,1.6,110,Enbuohエンブオー,emboar,88.1,500,100,65,65,fire,fighting,150.0,5,0,
"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,55,5120,70,308,45,Sea Otter Pokémon,45,1059860,0.5,55,Mijumaruミジュマル,oshawott,88.1,501,63,45,45,water,,5.9,5,0,dewott
"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,5120,70,413,45,Discipline Pokémon,60,1059860,0.8,75,Futachimaruフタチマル,dewott,88.1,502,83,60,60,water,,24.5,5,0,samurott
"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,5120,70,528,45,Formidable Pokémon,85,1059860,1.5,95,Daikenkiダイケンキ,samurott,88.1,503,108,70,70,water,,94.6,5,0,
"['Run Away', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,3840,70,255,255,Scout Pokémon,39,1000000,0.5,45,Minezumiミネズミ,patrat,50.0,504,35,39,42,normal,,11.6,5,0,watchog
"['Illuminate', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,5120,70,420,255,Lookout Pokémon,69,1000000,1.1,60,Miruhogミルホッグ,watchog,50.0,505,60,69,77,normal,,27.0,5,0,
"['Vital Spirit', 'Pickup', 'Run Away']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,275,255,Puppy Pokémon,45,1059860,0.4,45,Yorterrieヨーテリー,lillipup,50.0,506,25,45,55,normal,,4.1,5,0,herdier
"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,70,370,120,Loyal Dog Pokémon,65,1059860,0.9,65,Herderrieハーデリア,herdier,50.0,507,35,65,60,normal,,14.7,5,0,stoutland
"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,3840,70,500,45,Big-Hearted Pokémon,90,1059860,1.2,85,Moolandムーランド,stoutland,50.0,508,45,90,80,normal,,61.0,5,0,
"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50,5120,70,281,255,Devious Pokémon,37,1000000,0.4,41,Choronekoチョロネコ,purrloin,50.0,509,50,37,66,dark,,10.1,5,0,liepard
"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,88,5120,70,446,90,Cruel Pokémon,50,1000000,1.1,64,Lepardasレパルダス,liepard,50.0,510,88,50,106,dark,,37.5,5,0,
"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,53,5120,70,316,190,Grass Monkey Pokémon,48,1000000,0.6,50,Yanappuヤナップ,pansage,88.1,511,53,48,64,grass,,10.5,5,0,simisage
"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,98,5120,70,498,75,Thorn Monkey Pokémon,63,1000000,1.1,75,Yanakkieヤナッキー,simisage,88.1,512,98,63,101,grass,,30.5,5,0,
"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,53,5120,70,316,190,High Temp Pokémon,48,1000000,0.6,50,Baoppuバオップ,pansear,88.1,513,53,48,64,fire,,11.0,5,0,simisear
"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,98,5120,70,498,75,Ember Pokémon,63,1000000,1.0,75,Baokkieバオッキー,simisear,88.1,514,98,63,101,fire,,28.0,5,0,
"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53,5120,70,316,190,Spray Pokémon,48,1000000,0.6,50,Hiyappuヒヤップ,panpour,88.1,515,53,48,64,water,,13.5,5,0,simipour
"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,98,5120,70,498,75,Geyser Pokémon,63,1000000,1.0,75,Hiyakkieヒヤッキー,simipour,88.1,516,98,63,101,water,,29.0,5,0,
"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,2560,70,292,190,Dream Eater Pokémon,45,800000,0.6,76,Munnaムンナ,munna,50.0,517,67,55,24,psychic,,23.3,5,0,musharna
"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,2560,70,487,75,Drowsing Pokémon,85,800000,1.1,116,Musharnaムシャーナ,musharna,50.0,518,107,95,29,psychic,,60.5,5,0,
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,264,255,Tiny Pigeon Pokémon,50,1059860,0.3,50,Mamepatoマメパト,pidove,50.0,519,36,30,43,normal,flying,2.1,5,0,tranquill
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,77,3840,70,358,120,Wild Pigeon Pokémon,62,1059860,0.6,62,Hatobohハトーボー,tranquill,50.0,520,50,42,65,normal,flying,15.0,5,0,unfezant
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,115,3840,70,488,45,Proud Pokémon,80,1059860,1.2,80,Kenhallowケンホロウ,unfezant,50.0,521,65,55,93,normal,flying,29.0,5,0,
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60,5120,70,295,190,Electrified Pokémon,32,1000000,0.8,45,Shimamaシママ,blitzle,50.0,522,50,32,76,electric,,29.8,5,0,zebstrika
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,5120,70,497,75,Thunderbolt Pokémon,63,1000000,1.6,75,Zebraikaゼブライカ,zebstrika,50.0,523,80,63,116,electric,,79.5,5,0,
"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,75,3840,70,280,255,Mantle Pokémon,85,1059860,0.4,55,Dangoroダンゴロ,roggenrola,50.0,524,25,25,15,rock,,18.0,5,0,boldore
"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,105,3840,70,390,120,Ore Pokémon,105,1059860,0.9,70,Gantleガントル,boldore,50.0,525,50,40,20,rock,,102.0,5,0,gigalith
"['Sturdy', 'Sand Stream', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,135,3840,70,515,45,Compressed Pokémon,130,1059860,1.7,85,Gigaiathギガイアス,gigalith,50.0,526,60,80,25,rock,,260.0,5,0,
"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,45,3840,70,323,190,Bat Pokémon,43,1000000,0.4,65,Koromoriコロモリ,woobat,50.0,527,55,43,72,psychic,flying,2.1,5,0,swoobat
"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,57,3840,70,425,45,Courting Pokémon,55,1000000,0.9,67,Kokoromoriココロモリ,swoobat,50.0,528,77,55,114,psychic,flying,10.5,5,0,
"['Sand Rush', 'Sand Force', 'Mold Breaker']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,85,5120,70,328,120,Mole Pokémon,40,1000000,0.3,60,Mogurewモグリュー,drilbur,50.0,529,30,45,68,ground,,8.5,5,0,excadrill
"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,135,5120,70,508,60,Subterrene Pokémon,60,1000000,0.7,110,Doryuzuドリュウズ,excadrill,50.0,530,50,65,88,ground,steel,40.4,5,0,
"['Healer', 'Regenerator', 'Klutz']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,545,255,Hearing Pokémon,126,800000,1.1,103,Tabunneタブンネ,audino,50.0,531,80,126,50,normal,,31.0,5,0,
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80,5120,70,305,180,Muscular Pokémon,55,1059860,0.6,75,Dokkorerドッコラー,timburr,75.4,532,25,35,35,fighting,,12.5,5,0,gurdurr
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,5120,70,405,90,Muscular Pokémon,85,1059860,1.2,85,Dotekkotsuドテッコツ,gurdurr,75.4,533,40,50,40,fighting,,40.0,5,0,conkeldurr
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,140,5120,70,505,45,Muscular Pokémon,95,1059860,1.4,105,Roubushinローブシン,conkeldurr,75.4,534,55,65,45,fighting,,87.0,5,0,
"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,50,5120,70,294,255,Tadpole Pokémon,40,1059860,0.5,50,Otamaroオタマロ,tympole,50.0,535,50,40,64,water,,4.5,5,0,palpitoad
"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,65,5120,70,384,120,Vibration Pokémon,55,1059860,0.8,75,Gamagaruガマガル,palpitoad,50.0,536,65,55,69,water,ground,17.0,5,0,seismitoad
"['Swift Swim', 'Poison Touch', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,95,5120,70,509,45,Vibration Pokémon,75,1059860,1.5,105,Gamagerogeガマゲロゲ,seismitoad,50.0,537,85,75,74,water,ground,62.0,5,0,
"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100,5120,70,465,45,Judo Pokémon,85,1000000,1.3,120,Nagekiナゲキ,throh,100.0,538,30,85,45,fighting,,55.5,5,0,
"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,5120,70,465,45,Karate Pokémon,75,1000000,1.4,75,Dagekiダゲキ,sawk,100.0,539,30,75,85,fighting,,51.0,5,0,
"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,53,3840,70,310,255,Sewing Pokémon,70,1059860,0.3,45,Kurumiruクルミル,sewaddle,50.0,540,40,60,42,bug,grass,2.5,5,0,swadloon
"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,63,3840,70,380,120,Leaf-Wrapped Pokémon,90,1059860,0.5,55,Kurumayuクルマユ,swadloon,50.0,541,50,80,42,bug,grass,7.3,5,0,leavanny
"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,103,3840,70,500,45,Nurturing Pokémon,80,1059860,1.2,75,Hahakomoriハハコモリ,leavanny,50.0,542,70,80,92,bug,grass,20.5,5,0,
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,45,3840,70,260,255,Centipede Pokémon,59,1059860,0.4,30,Fushideフシデ,venipede,50.0,543,30,39,57,bug,poison,5.3,5,0,whirlipede
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,55,3840,70,360,120,Curlipede Pokémon,99,1059860,1.2,40,Wheegaホイーガ,whirlipede,50.0,544,40,79,47,bug,poison,58.5,5,0,scolipede
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,100,5120,70,485,45,Megapede Pokémon,89,1059860,2.5,60,Pendrorペンドラー,scolipede,50.0,545,55,69,112,bug,poison,200.5,5,0,
"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,27,5120,70,280,190,Cotton Puff Pokémon,60,1000000,0.3,40,Monmenモンメン,cottonee,50.0,546,37,50,66,grass,fairy,0.6,5,0,whimsicott
"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,67,5120,70,480,75,Windveiled Pokémon,85,1000000,0.7,60,Elfuunエルフーン,whimsicott,50.0,547,77,75,116,grass,fairy,6.6,5,0,
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,5120,70,280,190,Bulb Pokémon,50,1000000,0.5,45,Churineチュリネ,petilil,0.0,548,70,50,30,grass,,6.6,5,0,lilligant
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,480,75,Flowering Pokémon,75,1000000,1.1,70,Dredearドレディア,lilligant,0.0,549,110,75,90,grass,,16.3,5,0,
"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,10240,70,460,25,Hostile Pokémon,65,1000000,1.0,70,Bassraoバスラオ,basculin,50.0,550,80,55,98,water,,18.0,5,0,
"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,72,5120,70,292,180,Desert Croc Pokémon,35,1059860,0.7,50,Megurocoメグロコ,sandile,50.0,551,35,35,65,ground,dark,15.2,5,0,krokorok
"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,82,5120,70,351,90,Desert Croc Pokémon,45,1059860,1.0,60,Waruvileワルビル,krokorok,50.0,552,45,45,74,ground,dark,33.4,5,0,krookodile
"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,117,5120,70,519,45,Intimidation Pokémon,80,1059860,1.5,95,Waruvialワルビアル,krookodile,50.0,553,65,70,92,ground,dark,96.3,5,0,
"['Hustle', 'Inner Focus']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,90,5120,70,315,120,Zen Charm Pokémon,45,1059860,0.6,70,Darumakkaダルマッカ,darumaka,50.0,554,15,45,50,fire,,37.5,5,0,darmanitan
"['Sheer Force', 'Zen Mode']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,30,5120,70,540,60,Blazing Pokémon,105,1059860,1.3,105,Hihidarumaヒヒダルマ,darmanitan,50.0,555,140,105,55,fire,fire,92.9,5,0,
"['Water Absorb', 'Chlorophyll', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,86,5120,70,461,255,Cactus Pokémon,67,1000000,1.0,75,Maracacchiマラカッチ,maractus,50.0,556,106,67,60,grass,,28.0,5,0,
"['Sturdy', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,65,5120,70,325,190,Rock Inn Pokémon,85,1000000,0.3,50,Ishizumaiイシズマイ,dwebble,50.0,557,35,35,55,bug,rock,14.5,5,0,crustle
"['Sturdy', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,105,5120,70,485,75,Stone Home Pokémon,125,1000000,1.4,70,Iwapalaceイワパレス,crustle,50.0,558,65,75,45,bug,rock,200.0,5,0,
"['Shed Skin', 'Moxie', 'Intimidate']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,75,3840,35,348,180,Shedding Pokémon,70,1000000,0.6,50,Zurugguズルッグ,scraggy,50.0,559,35,70,48,dark,fighting,11.8,5,0,scrafty
"['Shed Skin', 'Moxie', 'Intimidate']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,90,3840,70,488,90,Hoodlum Pokémon,115,1000000,1.1,65,Zuruzukinズルズキン,scrafty,50.0,560,45,115,58,dark,fighting,30.0,5,0,
"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,58,5120,70,490,45,Avianoid Pokémon,80,1000000,1.4,72,Symbolerシンボラー,sigilyph,50.0,561,103,80,97,psychic,flying,14.0,5,0,
['Mummy'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,30,6400,70,303,190,Spirit Pokémon,85,1000000,0.5,38,Desumasuデスマス,yamask,50.0,562,55,65,30,ghost,,1.5,5,0,cofagrigus
['Mummy'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,50,6400,70,483,90,Coffin Pokémon,145,1000000,1.7,58,Desukarnデスカーン,cofagrigus,50.0,563,95,105,30,ghost,,76.5,5,0,
"['Solid Rock', 'Sturdy', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,78,7680,70,355,45,Prototurtle Pokémon,103,1000000,0.7,54,Protogaプロトーガ,tirtouga,88.1,564,53,45,22,water,rock,16.5,5,0,carracosta
"['Solid Rock', 'Sturdy', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,108,7680,70,495,45,Prototurtle Pokémon,133,1000000,1.2,74,Abagouraアバゴーラ,carracosta,88.1,565,83,65,32,water,rock,81.0,5,0,
['Defeatist'],0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,112,7680,70,401,45,First Bird Pokémon,45,1000000,0.5,55,Archenアーケン,archen,88.1,566,74,45,70,rock,flying,9.5,5,0,archeops
